,charaka,book_name
234," Saileya, ela, aguru, kustha, canda, tagara, tvak, devadaru, rasna-these together  used as paste alleviate cold in no time. SirTsa alongwith sindhuvara counter acts  poisons. ",Charak Samhita
235,28,Charak Samhita
236," SirTsa, lamajjaka, nagakesara, lodhra-when rubbed together (over the skin), alle- viate skin diseases and excessive perspiration. Patra, hrTbera, lodhra, usTra and candana make a paste for alleviating foul smell  of the body. ",Charak Samhita
237,29,Charak Samhita
238," Now (the summing up) verses- Here, Atri's son, worshipped by accomplished and great sages mentioned thirty  two successful powder- pastes, destroyers of various disorders, in the chapter of  aragvadha etc. for the welfare of the world. ",Charak Samhita
239,30,Charak Samhita
240, Thus ends the third chapter on aragvadha etc. in Slokasthana in the treatise com- posed by AgniveSa and redacted by Caraka. ,Charak Samhita
241,3,Charak Samhita
242, ,Charak Samhita
243,page_no: ,Charak Samhita
244,0,Charak Samhita
245, Now (I) shall expound the chapter on location of six hundred evacuatives. ,Charak Samhita
246,1,Charak Samhita
247, As propounded by Lord Atreya. ,Charak Samhita
248,2,Charak Samhita
249," Here are six hundred evacuatives, six locations of evacuatives, five sources of  extracts, five types of extract preparation, fifty great extractives and five hundred  extractives, this is in brief. ",Charak Samhita
250,3,Charak Samhita
251," Six hundred evacuatives, as said above, will be mentioned here in brief and will  be described in detail in Kalpasthana. There are 133 formulations of (madan) phala,  '39 of devadall, 45 of katutumbl, 60 of dhamargava, 18 of kutaja, 60 of koSatakl 110 of  syama and trivrt, 12 of aragvadha, 16 of lodhra, 20 of snuhl, 39 of saptala and sankhinl  and 48 of danti and dravantl. These are six hundred evacuatives. ",Charak Samhita
252,4,Charak Samhita
253," Six locations of evacuatives are latex, root, bark, leaf, flower and fruit. ",Charak Samhita
254,5,Charak Samhita
255,"  Five sources of extracts, in this compendium, are sweet, sour, pungent, bitter  and astringent. ",Charak Samhita
256,6,Charak Samhita
257, ,Charak Samhita
258,page_no:24 ,Charak Samhita
259,0,Charak Samhita
260," Five types of extract preparations are expressed juice, paste, decoction, cold  infusion and hot infusion. (Juice expressed out of a drug by mechartical pressure is swarasa. Kalka is a  lump of drug ground with some liquid. Physicians say that srta (kvatha) which is  prepared by boiling a drug on fire. When a drug is kept in hot water for the whole  night the extract thus obtained is known as sTta. Phanta is the preparation in which a  drug is put in hot water for a while and gently sifted. Their potency is in preceding order, thus (administration of) extract preparations  depend on severity of disease and strength of the patient, they are not all useful eve- rywhere (indiscriminately). ",Charak Samhita
261,7,Charak Samhita
262," Fifty great extractives, as said above, will now be described. They are- Group I- Group II- Group III— Group IV- Group V- Group VI-consisting of six extractives such as vitaliser, bulk-promoting, ema- ciating, mass-breaking, union-promoting and appetiser. consisting of four extractives-tonic, complexion-promoting, benefi- cial for throat and cordial. comprising of six extractives-anti-saturative, anti-haemorrhoidal,  anti-dermatosis, anti-pruritic, anthelmintic and anti-poison. having four extractives-galactogoue, galactodepurant, semen-pro- moting and semen-depurant. consisting of seven extractives such as sub-oleative, sub-diaphoretic,  sub-emetic, sub-purgative, sub-corrective enemata, sub-unctuous  enema and sub-errhines. comprising of three extractives-anti-emetic, anti-dypsic and anti- hiccup. ",Charak Samhita
263,page_no:25 ,Charak Samhita
264,0,Charak Samhita
265," Group VII- consisting of five extractives-faecal astringent, faecal depigmenter,  anti-diuretic, urinary depigmenter and diuretic. GroupVIII- having five extractives-anti-tussive, anti-dyspneic, antiphlogistic,  antipyretic and acopic. Group IX- consisting of five extractives-refrigerant, calefacient, anti-allergic,  anti-bodyache and intestinal anti-spasmodic. Group X - comprising of five extractives-haemostatic, sensostatic, resuscita-  tive, foetus-promoter and age-sustainer. Thus fifty great extractives have been mentioned for definition and example.  Among them, in every great extractives, the ten constituent extractives will be de- scribed further, these complete five hundred extractives. ",Charak Samhita
266,8,Charak Samhita
267," Such as, jlvaka, rsabhaka, meda, mahameda, kakolT, kslrakakoli, mudgaparnl,  masaparnl, jlvantl and madhuka-these ten are vitalisers. (1) KsTrinI, rajaksavaka, aswagandha, kakolT, kslrakakoli, vatyayanl, bhadraudanl,  bhardwajl, payasya and rsyagandha-these ten are bulk-promoting. (2) Musta, kustha, haridra, daruharidra, vaca, ativisa, katuka, citraka, cirabilwa, and  haimavatl-these ten are emaciating. (3) Suvaha, arka, eranda, agnimukhl, citra, citraka, cirabilwa, Sankhinl, sakuladanl  and swarnakslrinl-these ten are mass-breaking. (4) Madhuka, madhuparnl, prsniparnl, ambasthakl, samanga, mocarasa, dhatakl,  lodhra, priyangu and katphala-these ten are union-promoting. (5) PippalT, pippallmula, cavya, citraka, sunthl, amlavetasa, marica, ajamoda,  bhallatakasthi and hinguniryasa-these ten are appetisers. (6) Thus the group of six extractives. ",Charak Samhita
268,9,Charak Samhita
269, 9C.S.-I ,Charak Samhita
270,page_no:26 ,Charak Samhita
271,0,Charak Samhita
272," AindrT, rsabhi, atirasa, rsyaprokta, payasya, aswagandha, sthira, rohinl, bala and  atibala-these ten are tonics. (7) Candana, punnaga, padmaka, uslra, madhuka, manjistha, sariva, payasya, sita,  lata-these ten are complexion-promoting. (8) Sariva, iksu (root), madhuka, pippalT, draksa, vidarT, kaidarya, hamsapadl, brhatl  and kantkarl-these ten are beneficial for throat. (9) Amra, amrataka, lakuca, karamarda, vrksamla, amlavetasa, kuvala, badara,  dadima, and matulunga-these ten are cordials. (10) Thus the group of four extractives. ",Charak Samhita
273,10,Charak Samhita
274," SunthT, cavya, citraka, vidanga, murva, guducT, musta, pippalT and patola-these  ten are anti-saturatives. (11) Kutaja, bilva, citraka, sunthl, ativisa, harltakl, dhanvayasa, daruharidra, vaca and  cavya-these ten are anti-haemorrhoidals. (12) Khadira, harltakl, amalaka, haridra, bhallataka, saptaparna, aragvadha, karavlra,  vidanga, tender leaves of jatl-these ten are anti-dermatosis. (13) Candana, nalada, aragvadha, naktamala, nimba, kutaja, sarsapa, madhuka,  — daruharidra and musta-these ten are anti-pruritics. (14) AksTva, marica, gahdlra, kebuka, vidanga, nirgundl, kinihT, goksuru, vrsaparnika  and akhuparnika-these ten are anthelmintics. (15) Haridfa, manjistha, suvaha, suksmaila, palindT, candana, kataka, sirlsa, sindhuvara  and slVsmataka-these ten are anti-poisons. (16) Thus the group of six extractives. ",Charak Samhita
275,11,Charak Samhita
276," VIrana, sali, sastika, iksuvalika, darbha, kusa, kasa, gundra, itkata and kattarna  (roots of all)-these ten are galactogogues. (17) ",Charak Samhita
277,page_no:27 ,Charak Samhita
278,0,Charak Samhita
279," Patha, sunthi, devadaru, musta, murva, guduci, indrayava, kiratatikta, katurohini  and sariva-these ten are galacto-depurants. (18) JTvaka, rsabhaka, kakoll, kslrakakoll, mudgaparnl, masaparnl, meda, vrddharuha,  jatila, kulinga-these ten are semen-promoting. (19) Kustha, elavaluka, katphala, samudraphena, kadambaniryasa, iksu, kandeksu,  iksuraka, vasuka and usTra-these ten are semen-depurants. (20) Thus the group of four extactives. ",Charak Samhita
280,12,Charak Samhita
281,"  (33), MrdwTka, madhuka, madhuparnl, meda, vidari, kakoll, kslrakakoll, jlvaka, jlvantl,  and salaparnT-these ten are sub-oleatives. (21) Sobhanjana, eranda, arka, vrsclra, punaranva, yava, tila kulattha, masa and badara-  these ten are sub-diaphoretics. (22) Madhu, madhuka, kovidara, karbudara, nTpa, vidula, bimbl, sanapuspT, arka and  apamarga-these ten are sub-emetics. (23) Draksa, kasmarya, parusaka, harltakT, amalaka, bibhltaka, kuvala, badara,  karkandhu and pllu-these ten are sub-purgatives. (24) Trivrt, bilwa, pippall, kustha, sarsapa, vaca, indrayava, satapuspa, madhuka and  madanaphala-these ten are sub-corrective enemata (drugs). (25) Rasna, devadaru, bilwa, madana, satapuspa, vrsclra, punarnava, goksura,  agnimantha-and syonaka these ten are sub-unctuous enemata (drugs). ",Charak Samhita
282,26,Charak Samhita
283," JyotismatT, ksavaka, marica, pippall, vidanga, slgru, sarsapa, apamarga, (seeds)  sweta and mahasweta-these ten are sub-errhines. (27) Thus the group of seven extractives. ",Charak Samhita
284,13,Charak Samhita
285," Jambu, amra (tender leaves), matulunga, sour badara, dadima, yava, yastika,  usTra, mrt (earth) and laja (Parched paddy)- these ten are anti-emetics. (28) ",Charak Samhita
286,page_no:28 ,Charak Samhita
287,0,Charak Samhita
288," SunthT, dhanvayavasaka, musta, parpataka, candana, kiratatiktaka, guduci, hribera,  dhanyaka and patola-these ten are anti-dypsics. (29) Satl, puskaramula, badara (seeds), kantakarika, brhatT, vrksaruha, harltakl,  pippalT, duralabha and karkatasrngl-these ten are anti-hiccup. (30) Thus the group of three extractives. ",Charak Samhita
289,14,Charak Samhita
290," Priyangu, ananta, amra (Seed), aralu, lodhra, mocarasa, samanga, dhataki (flow- ers), padma and padmakesara-these ten are faecal astringents. (31) Jambu, sallakl (bark), kacchura, madhuka, salmall, srlvestaka, fried earth,  payasya, utpala and tila grains-these ten are faecal depigmenters (32) Jambu, amra, plaksa, vata, kapltana, udumbara, aswattha, bhallataka, aSmantaka,  somavalka-these ten are anti-diuretics. (33) Padma, utpala, nalina, kumuda, saugandhika, pundarlka, satapatra, madhuka,  priyangu and dhataki (flowers)-these ten are urinary depingmenters. (34) VrksadanI, goksura, vasuka, vaslra, pasanabheda, darbha, kusa, kasa, gundra itkata  (roots)-these ten are diuretics. (35) Thus the group of five extractives. ",Charak Samhita
291,15,Charak Samhita
292," Draksa, haritakl, amalaka, pippalT, duralabha, karkata, Srngl, kantakarl, vrsclra,  punarnnava and tamalakl-these ten are anti-tussive. (36) Satl, puskaramula, amlavetasa, ela, hingu, aguru, tulasl, tamalaki, jlvantl, canda-  these ten are anti-dyspneics. (37) Patala, agnimantha, syonaka, bilwa, kasmarya, kantakarika, brhatT, SalaparnI,  prsniparnl and goksura-these ten are antiphlogistics. (38) Sariva, sarkara, patha, manjistha, draksa, pllu, parusaka, harltakl, amalaka and  bibhltaka-these ten are antipyretics. (39) Draksa, kharjura, priyala, badara, dadima, phalgu, parusaka, iksu, yava and  sastika-these ten are acopics. (40) ",Charak Samhita
293,page_no:29 ,Charak Samhita
294,0,Charak Samhita
295, Thus the group of five extractives. ,Charak Samhita
296,16,Charak Samhita
297," Laja, candana, kasmarya (fruits), madhuka, sarkara, nllotpala, uslra, sariva, gudiicT  and hrTbera-these ten are refrigerants. (41) Tagara, aguru, dhanyaka, srngabera, bhutika, vaca, kantakarT, agnimantha, syonaka  and pippalT-these ten are califacients. (42) Tinduka, priyala, badara, khadira, kadara, saptaparna, aswakarna, asana, arjuna  and arimeda-these ten are anti-allergies. (43) Vidarigandha (salaparnT), prsniparnl, brhatl, kantakarika, eranda, kakoll,  candana, uslra, ela and madhuka-these ten are anti-bodyaches. (44) PippalT, pippallmula, cavya, citraka, sunthl, marica, ajamoda, ajagandha, jlraka,  and gandlra-these ten are intestinal anti-spasmodics. (45) Thus the group of five extractives. ",Charak Samhita
